"","q1AgeBeginCoding","q2Age","q3Gender","q4Education","q5DegreeFocus","q8JobLevel","q9CurrentRole","q10Industry","q24VimorEmacs"
"6402","4","4","1","6","1",5,"7","14","1"
"6403","3","3","1","2","1",1,"18","4","1"
"6404","5","4","1","7","1",5,"4","5","1"
"6405","3","3","1","2","1",1,"18","4","1"
"6406","3","3","1","3","1",1,"18","11","1"
"6407","4","4","1","7","1",5,"4","13","1"
"6408","4","4","1","5","2",4,"10","14","1"
"6409","3","3","1","5","1",4,"9","8","1"
"6410","4","4","1","5","1",4,"9","2","1"
"6411","3","3","1","5","2",1,"18","14","1"
"6412","3","3","1","3","1",1,"4","14","1"
"6413","4","4","1","5","2",4,"2","5","1"
"6414","3","3","1","5","1",1,"1","14","1"
"6415","3","3","1","5","1",1,"18","14","2"
"6416","3","3","1","5","1",1,"18","14","1"
"6417","4","4","2","5","2",5,"9","5","1"
"6418","3","3","1","5","1",1,"1","14","1"
"6419","3","4","1","7","1",5,"9","14","1"
"6420","3","3","2","5","1",2,"3","14","1"
"6421","4","3","1","6","2",4,"9","20","1"
"6422","4","3","1","7","1",5,"9","14","1"
"6423","3","3","1","2","1",1,"18","12","1"
"6424","3","4","1","5","1",6,"12","14","1"
"6425","2","3","1","5","1",1,"1","4","1"
"6426","2","3","2","5","1",4,"3","1","2"
"6427","3","3","1","7","1",1,"18","4","1"
"6428","3","3","1","5","2",1,"18","4","1"
"6429","3","4","1","5","1",5,"14","14","1"
"6430","3","3","1","3","1",1,"18","14","1"
"6431","3","3","1","5","1",1,"3","7","1"
"6432","3","3","1","2","1",1,"18","14","1"
"6433","3","3","1","6","1",1,"18","4","1"
"6434","3","3","1","5","1",1,"18","14","1"
"6435","2","4","1","5","1",5,"16","14","1"
"6436","3","3","2","5","1",5,"4","16","1"
"6437","3","3","1","5","1",4,"3","5","2"
"6438","4","4","1","5","1",5,"9","14","1"
"6439","4","4","1","5","1",4,"3","14","1"
"6440","3","3","1","2","1",1,"18","4","2"
"6441","2","3","1","5","1",2,"19","5","1"
"6442","3","3","1","5","1",4,"9","14","1"
"6443","4","5","1","7","1",7,"11","14","1"
"6444","3","3","1","5","2",4,"1","5","1"
"6445","4","4","1","7","1",5,"9","16","1"
"6446","3","3","1","2","1",1,"18","4","1"
"6447","3","3","2","7","1",1,"18","14","1"
"6448","3","3","1","2","1",1,"18","14","2"
"6449","2","3","1","5","1",1,"18","14","2"
"6450","2","3","1","7","1",1,"18","14","1"
"6451","3","3","1","2","1",1,"4","4","1"
"6452","3","3","2","6","1",1,"2","14","1"
"6453","3","4","1","7","2",4,"3","14","1"
"6454","4","4","1","5","2",5,"3","14","2"
"6455","4","3","1","6","1",1,"1","14","2"
"6456","3","3","1","5","1",3,"4","14","1"
"6457","4","3","2","5","2",4,"4","14","1"
"6458","3","3","1","2","1",5,"4","4","1"
"6459","3","3","1","5","2",1,"18","14","1"
"6460","1","4","1","6","1",1,"18","14","1"
"6461","4","4","1","5","1",5,"9","14","1"
"6462","3","3","1","7","1",2,"3","14","2"
"6463","3","4","1","6","1",5,"3","5","1"
"6464","3","3","1","5","1",4,"4","5","1"
"6465","3","3","1","7","1",1,"18","14","1"
"6466","3","3","1","2","1",1,"18","4","1"
"6467","3","3","1","5","1",1,"18","4","1"
"6468","3","3","2","7","1",1,"18","14","1"
"6469","3","3","1","5","1",2,"4","14","1"
"6470","3","3","1","7","1",1,"9","14","1"
"6471","3","3","1","5","1",1,"18","14","2"
"6472","3","3","1","6","1",1,"18","4","1"
"6473","3","3","1","2","1",1,"2","4","1"
"6474","2","3","1","5","1",4,"2","14","1"
"6475","4","4","1","5","2",4,"9","14","1"
"6476","3","3","1","5","1",4,"4","14","1"
"6477","3","3","1","6","1",1,"4","14","1"
"6478","4","4","1","4","1",4,"3","5","2"
"6479","3","4","1","5","1",4,"9","14","1"
"6480","3","3","1","2","1",1,"18","14","1"
"6481","3","3","1","5","1",4,"3","14","1"
"6482","3","3","1","5","1",4,"9","14","1"
"6483","3","3","2","5","1",1,"18","14","1"
"6484","3","3","2","7","1",4,"1","8","2"
"6485","3","4","1","5","1",5,"3","14","1"
"6486","3","4","1","7","1",4,"4","14","1"
"6487","3","2","1","3","1",1,"18","4","2"
"6488","3","3","1","5","2",1,"18","14","2"
"6489","3","3","1","6","1",1,"18","14","1"
"6490","3","3","1","2","1",1,"18","4","1"
"6491","3","3","1","5","1",1,"19","14","1"
"6492","3","3","1","6","1",1,"4","14","1"
"6493","3","4","2","7","1",4,"9","2","1"
"6494","4","5","1","5","1",8,"1","8","1"
"6495","2","3","1","5","1",4,"9","5","1"
"6496","4","4","1","5","2",5,"4","2","1"
"6497","3","3","1","5","2",1,"3","14","1"
"6498","3","3","1","7","2",1,"18","4","1"
"6499","3","4","1","5","1",6,"9","14","1"
"6500","3","3","1","5","1",1,"9","11","1"
"6501","3","4","1","5","1",5,"4","14","1"
"6502","3","3","2","5","1",4,"9","14","1"
"6503","3","4","1","5","1",5,"4","14","1"
"6504","4","3","1","5","2",5,"1","14","2"
"6505","3","3","1","5","1",2,"1","4","1"
"6506","3","3","1","3","1",2,"9","14","1"
"6507","4","4","1","6","1",4,"9","3","1"
"6508","3","3","1","5","1",4,"3","14","1"
"6509","4","4","1","5","1",5,"9","14","1"
"6510","3","3","2","5","1",4,"4","12","1"
"6511","2","3","1","3","1",4,"14","2","1"
"6512","3","3","1","7","1",4,"9","14","1"
"6513","3","4","1","7","1",4,"1","14","2"
"6514","4","3","1","5","1",1,"18","14","1"
"6515","3","3","1","3","1",1,"9","14","1"
"6516","4","4","1","5","1",5,"8","14","1"
"6517","3","3","1","5","1",1,"9","4","2"
"6518","2","3","1","7","1",1,"18","4","2"
"6519","2","3","1","6","1",4,"3","14","1"
"6520","3","3","1","7","1",4,"5","19","1"
"6521","3","3","1","5","1",1,"18","4","1"
"6522","3","3","1","5","1",4,"9","16","1"
"6523","3","4","1","5","1",5,"3","14","2"
"6524","3","3","1","3","1",1,"18","14","1"
"6525","3","3","1","5","2",4,"8","14","1"
"6526","3","3","1","3","2",1,"18","4","2"
"6527","3","4","1","7","2",4,"4","5","1"
"6528","4","4","1","7","1",5,"3","14","2"
"6529","3","3","1","5","1",4,"9","14","1"
"6530","3","3","1","5","1",1,"9","14","1"
"6531","3","3","1","5","1",2,"7","5","2"
"6532","2","4","1","7","1",5,"2","14","1"
"6533","3","3","1","6","1",4,"9","14","1"
"6534","3","3","1","5","2",4,"4","2","1"
"6535","3","4","1","7","1",5,"3","8","1"
"6536","4","4","1","7","2",8,"3","12","1"
"6537","3","3","1","5","1",5,"9","14","1"
"6538","3","3","1","7","1",4,"9","5","2"
"6539","3","3","1","7","1",1,"18","14","1"
"6540","4","4","1","7","1",5,"4","14","2"
"6541","2","4","1","5","2",4,"9","10","2"
"6542","2","3","1","2","1",1,"18","14","1"
"6543","3","4","1","6","1",5,"7","14","1"
"6544","4","3","1","5","1",1,"3","14","1"
"6545","4","4","1","7","1",5,"9","4","2"
"6546","3","3","1","7","1",1,"18","4","1"
"6547","3","3","1","5","1",1,"18","4","1"
"6548","3","4","1","5","1",5,"2","10","1"
"6549","3","3","1","3","1",1,"4","4","1"
"6550","4","4","1","5","2",4,"3","8","1"
"6551","3","3","1","5","1",1,"7","14","2"
"6552","3","4","1","7","1",4,"8","14","1"
"6553","3","4","1","5","1",5,"9","14","1"
"6554","3","3","1","7","1",4,"5","5","2"
"6555","4","3","1","5","2",4,"1","14","1"
"6556","2","3","1","3","1",1,"18","14","1"
"6557","3","3","2","5","1",4,"19","14","2"
"6558","3","3","1","7","1",1,"4","5","1"
"6559","4","3","1","5","1",1,"9","14","1"
"6560","3","4","1","5","2",5,"4","14","2"
"6561","3","5","1","5","1",9,"11","14","2"
"6562","3","3","2","7","1",1,"18","14","1"
"6563","3","5","1","7","1",5,"3","14","1"
"6564","3","4","1","5","1",4,"1","16","1"
"6565","3","3","1","2","1",1,"18","4","2"
"6566","2","3","1","7","1",1,"18","4","1"
"6567","3","3","1","5","1",4,"3","12","1"
"6568","3","3","1","5","1",1,"18","4","1"
"6569","3","3","2","3","1",1,"6","4","1"
"6570","3","4","1","5","1",5,"4","9","1"
"6571","2","3","1","3","1",1,"18","4","1"
"6572","3","3","2","5","1",1,"18","5","1"
"6573","3","3","2","6","1",4,"9","14","2"
"6574","3","4","2","7","1",4,"10","1","2"
"6575","3","3","1","5","1",2,"9","14","1"
"6576","3","4","1","5","1",4,"9","14","1"
"6577","3","3","1","5","1",4,"9","14","1"
"6578","4","4","1","7","1",5,"9","13","1"
"6579","3","3","2","5","1",1,"6","14","1"
"6580","4","4","1","5","2",4,"14","14","1"
"6581","3","3","2","5","1",4,"9","14","1"
"6582","3","3","1","2","1",1,"18","4","1"
"6583","4","3","1","5","1",4,"3","14","1"
"6584","3","3","2","3","1",1,"18","4","1"
"6585","3","4","2","7","1",1,"9","14","1"
"6586","3","3","1","6","2",2,"1","14","1"
"6587","3","3","1","5","1",4,"5","14","1"
"6588","3","3","1","7","1",1,"18","14","1"
"6589","3","3","1","7","1",1,"18","14","1"
"6590","4","3","1","7","2",2,"19","14","2"
"6591","3","3","2","7","1",2,"7","14","1"
"6592","3","3","2","5","2",4,"9","8","2"
"6593","3","3","1","5","1",4,"3","5","1"
"6594","3","3","2","5","1",1,"18","4","1"
"6595","3","3","1","5","1",4,"10","14","2"
"6596","2","3","1","5","1",4,"3","16","1"
"6597","3","3","1","5","1",1,"18","4","1"
"6598","3","3","1","5","2",1,"18","4","2"
"6599","3","3","1","5","1",4,"9","5","2"
"6600","3","3","1","5","1",5,"4","12","1"
"6601","3","3","2","7","2",1,"6","14","2"
"6602","3","4","1","5","2",5,"10","5","1"
"6603","2","4","1","7","1",4,"9","14","1"
"6604","3","3","1","6","1",1,"18","5","1"
"6605","3","3","1","5","2",4,"3","2","2"
"6606","3","3","1","5","2",4,"2","14","1"
"6607","3","3","1","5","1",1,"18","4","1"
"6608","3","3","1","7","1",5,"4","12","2"
"6609","3","3","1","3","1",1,"18","4","1"
"6610","3","4","1","5","1",5,"7","14","1"
"6611","3","4","1","7","1",5,"4","5","2"
"6612","3","3","2","3","1",1,"18","4","1"
"6613","3","4","1","5","1",5,"3","10","1"
"6614","3","3","1","5","1",1,"18","4","1"
"6615","3","4","1","5","1",6,"11","14","1"
"6616","3","3","1","5","2",1,"18","14","2"
"6617","4","4","1","5","1",5,"9","5","1"
"6618","4","4","1","5","2",5,"9","5","1"
"6619","3","3","1","3","1",1,"18","14","1"
"6620","3","3","1","7","1",1,"18","14","1"
"6621","3","3","2","5","1",1,"18","4","1"
"6622","3","3","1","2","1",1,"18","14","1"
"6623","3","3","1","5","1",1,"18","4","1"
"6624","3","3","1","7","1",4,"4","14","1"
"6625","4","4","1","5","2",5,"7","12","1"
"6626","3","3","1","5","1",1,"9","14","1"
"6627","1","3","1","3","1",1,"18","4","1"
"6628","3","4","1","7","1",5,"3","5","1"
"6629","3","3","1","2","1",1,"18","14","1"
"6630","3","3","1","5","1",4,"9","14","1"
"6631","4","4","1","5","2",5,"4","14","1"
"6632","3","3","1","5","1",1,"18","4","1"
"6633","3","3","2","5","1",1,"18","4","2"
"6634","2","4","1","5","1",7,"12","5","1"
"6635","3","3","2","5","2",1,"18","4","1"
"6636","2","3","1","2","1",2,"3","12","1"
"6637","3","3","1","5","1",5,"4","14","1"
"6638","3","3","1","5","1",4,"9","14","1"
"6639","3","3","1","5","1",4,"7","7","2"
"6640","3","3","1","3","2",1,"4","14","1"
"6641","3","3","1","6","1",1,"18","4","1"
"6642","4","4","1","5","1",5,"1","14","1"
"6643","3","3","1","5","1",1,"18","14","1"
"6644","3","3","1","2","1",1,"7","14","1"
"6645","3","3","1","3","1",1,"18","4","1"
"6646","3","4","1","5","1",5,"10","14","1"
"6647","3","3","1","6","1",1,"18","4","1"
"6648","3","4","1","5","1",8,"11","14","1"
"6649","2","3","1","5","1",1,"18","14","1"
"6650","3","4","1","5","1",5,"8","14","2"
"6651","4","3","1","7","1",1,"18","14","1"
"6652","3","3","1","5","1",1,"19","14","2"
"6653","3","3","1","5","1",4,"4","14","1"
"6654","1","4","1","5","1",5,"10","10","1"
"6655","3","4","1","7","1",5,"4","14","1"
"6656","1","4","1","2","1",5,"2","10","1"
"6657","4","4","1","5","1",5,"2","12","1"
"6658","3","4","1","7","2",5,"9","14","1"
"6659","3","3","2","5","1",1,"9","14","2"
"6660","3","3","1","5","1",4,"3","14","1"
"6661","4","5","1","7","1",6,"4","14","1"
"6662","3","3","1","5","1",1,"18","14","1"
"6663","4","4","1","5","2",5,"9","5","1"
"6664","3","3","1","1","1",1,"18","4","1"
"6665","4","3","1","3","1",1,"18","3","2"
"6666","3","3","1","7","1",1,"3","14","1"
"6667","3","3","1","5","1",4,"1","14","1"
"6668","3","3","1","5","1",4,"9","14","1"
"6669","3","3","1","2","1",1,"9","14","1"
"6670","4","4","1","7","1",5,"9","5","1"
"6671","3","3","1","3","1",1,"18","11","1"
"6672","4","4","1","5","1",5,"9","3","1"
"6673","2","2","1","2","1",1,"4","14","1"
"6674","3","3","1","7","2",1,"6","14","2"
"6675","3","3","2","5","1",1,"18","4","1"
"6676","3","3","1","5","2",2,"9","2","1"
"6677","3","3","1","5","1",4,"3","14","2"
"6678","3","3","1","6","1",1,"18","14","1"
"6679","3","3","1","5","1",1,"18","4","2"
"6680","2","5","1","5","1",5,"4","14","1"
"6681","3","3","1","3","1",1,"18","14","1"
"6682","3","3","1","5","1",1,"18","4","1"
"6683","2","3","1","7","1",1,"4","3","1"
"6684","3","3","1","5","1",1,"18","14","2"
"6685","3","3","2","5","1",1,"1","14","2"
"6686","4","5","1","5","1",5,"4","5","1"
"6687","3","3","2","6","1",1,"18","4","1"
"6688","3","3","1","5","2",1,"9","14","1"
"6689","2","3","1","7","1",1,"18","14","2"
"6690","3","3","1","5","1",1,"4","14","1"
"6691","3","4","1","5","1",5,"7","20","1"
"6692","4","3","2","7","1",1,"2","14","1"
"6693","3","3","2","5","1",1,"18","4","2"
"6694","3","3","1","5","1",4,"4","14","1"
"6695","2","4","1","5","1",4,"10","14","1"
"6696","4","4","1","5","2",10,"4","14","1"
"6697","4","3","1","5","1",4,"7","14","2"
"6698","3","4","1","5","2",5,"4","5","2"
"6699","3","3","1","5","1",1,"18","4","1"
"6700","3","3","1","5","1",1,"18","4","1"
"6701","2","2","1","6","1",1,"18","13","1"
"6702","2","4","1","5","1",4,"4","1","1"
"6703","3","3","1","5","1",1,"18","4","2"
"6704","3","3","1","3","1",1,"18","4","1"
"6705","4","4","1","7","1",2,"19","14","2"
"6706","3","4","1","7","2",4,"3","14","1"
"6707","3","3","1","5","1",4,"9","14","1"
"6708","2","3","1","3","1",1,"9","14","1"
"6709","3","3","1","5","1",1,"18","14","2"
"6710","2","2","1","2","1",1,"18","4","1"
"6711","3","3","1","5","1",4,"3","14","1"
"6712","2","3","1","2","1",1,"18","13","1"
"6713","4","4","1","5","1",5,"4","2","1"
"6714","3","3","1","5","1",1,"4","8","1"
"6715","3","3","1","5","1",1,"18","3","2"
"6716","3","3","1","5","1",1,"1","14","1"
"6717","3","4","1","7","1",7,"9","14","1"
"6718","3","3","1","6","1",1,"18","14","1"
"6719","3","3","2","7","1",1,"18","4","1"
"6720","3","3","1","5","1",4,"4","7","1"
"6721","3","3","1","5","1",4,"3","14","1"
"6722","4","3","1","7","1",1,"9","14","1"
"6723","3","3","2","5","1",1,"1","4","2"
"6724","3","3","1","1","1",1,"18","14","1"
"6725","3","3","2","5","1",1,"18","14","1"
"6726","3","3","1","7","1",4,"4","14","1"
"6727","3","3","2","7","1",1,"18","4","1"
"6728","3","4","1","5","1",5,"10","12","1"
"6729","3","3","1","5","1",1,"1","14","1"
"6730","3","3","1","6","1",1,"1","14","1"
"6731","3","3","1","2","1",1,"7","4","2"
"6732","3","3","1","7","1",1,"1","4","1"
"6733","3","3","1","7","1",1,"4","1","2"
"6734","3","4","1","5","1",5,"3","14","1"
"6735","2","3","1","5","1",4,"9","12","1"
"6736","3","4","1","5","1",6,"9","14","1"
"6737","2","3","1","5","1",1,"2","14","1"
"6738","3","3","1","7","1",4,"3","8","1"
"6739","3","4","1","7","1",5,"9","12","2"
"6740","3","3","1","7","1",1,"18","14","1"
"6741","3","3","1","5","1",5,"4","14","1"
"6742","3","4","2","5","1",4,"9","14","2"
"6743","5","5","1","7","1",4,"13","14","1"
"6744","3","4","1","6","2",2,"9","14","1"
"6745","4","3","1","5","2",2,"17","14","2"
"6746","2","3","1","5","1",4,"4","14","1"
"6747","4","4","1","7","1",4,"4","4","1"
"6748","3","3","1","7","1",1,"18","14","1"
"6749","2","3","1","3","1",1,"18","4","2"
"6750","4","3","2","7","1",4,"3","5","1"
"6751","3","3","1","2","1",1,"18","4","1"
"6752","3","3","2","5","2",1,"18","4","1"
"6753","3","3","1","5","1",1,"18","14","1"
"6754","4","4","2","7","2",4,"10","14","1"
"6755","1","5","1","5","1",5,"9","14","1"
"6756","3","3","1","5","1",1,"18","14","1"
"6757","3","3","1","5","1",1,"18","11","1"
"6758","3","3","1","5","1",1,"18","14","1"
"6759","3","3","1","5","1",1,"18","14","2"
"6760","3","3","1","3","1",1,"3","4","1"
"6761","2","3","1","3","1",1,"18","14","1"
"6762","4","3","1","5","1",4,"4","12","1"
"6763","3","3","1","7","1",4,"7","14","2"
"6764","3","3","1","7","1",1,"4","14","1"
"6765","2","4","1","5","1",5,"3","14","1"
"6766","3","3","1","5","1",4,"4","14","1"
"6767","3","4","1","5","1",5,"3","16","1"
"6768","3","3","1","6","1",5,"1","14","1"
"6769","3","3","1","5","1",1,"18","14","1"
"6770","3","4","1","5","2",5,"4","5","2"
"6771","4","4","1","6","2",5,"2","14","1"
"6772","3","3","1","5","2",1,"9","14","1"
"6773","3","3","1","3","2",1,"2","4","1"
"6774","3","3","1","2","1",1,"18","4","1"
"6775","2","3","1","6","1",4,"4","8","1"
"6776","3","3","1","5","1",1,"18","14","1"
"6777","3","3","1","5","1",1,"18","14","1"
"6778","3","4","1","5","1",5,"10","14","1"
"6779","4","4","1","7","1",6,"10","14","1"
"6780","3","3","1","5","1",2,"9","14","1"
"6781","2","3","1","5","1",5,"4","14","1"
"6782","2","3","1","3","1",1,"4","14","1"
"6783","3","3","2","5","1",1,"18","14","1"
"6784","3","5","1","7","1",7,"11","14","1"
"6785","2","4","1","6","1",5,"4","14","1"
"6786","3","3","1","3","1",1,"18","4","2"
"6787","3","3","1","5","1",1,"6","4","1"
"6788","3","3","1","2","1",1,"18","4","2"
"6789","3","3","2","5","1",1,"15","14","1"
"6790","1","4","1","5","1",6,"3","14","1"
"6791","3","3","1","2","1",1,"7","3","1"
"6792","3","4","1","5","1",5,"3","14","1"
"6793","3","3","1","5","2",4,"4","5","2"
"6794","4","4","1","6","1",6,"9","2","2"
"6795","3","3","1","2","1",1,"18","4","1"
"6796","3","3","1","5","1",4,"2","14","1"
"6797","3","3","1","5","1",1,"18","14","1"
"6798","2","4","1","5","1",5,"17","5","1"
"6799","3","3","1","5","2",1,"18","14","1"
"6800","3","3","1","7","1",1,"18","14","2"
"6801","3","3","1","5","2",2,"5","14","2"
"6802","3","3","2","5","1",1,"18","4","1"
"6803","3","3","1","5","1",2,"2","14","1"
"6804","2","4","1","5","1",4,"4","14","1"
"6805","3","4","1","5","1",5,"4","14","1"
"6806","3","4","2","7","1",1,"18","14","1"
"6807","3","3","1","3","1",1,"4","14","1"
"6808","3","3","1","5","1",4,"4","14","2"
"6809","3","3","1","5","1",1,"18","14","1"
"6810","3","3","1","5","1",5,"9","20","1"
"6811","3","3","2","5","1",5,"9","8","2"
"6812","4","4","1","5","1",5,"4","14","1"
"6813","4","4","1","6","1",5,"4","12","1"
"6814","3","3","1","3","1",1,"18","4","1"
"6815","3","3","1","7","1",1,"18","14","1"
"6816","4","4","1","5","1",4,"9","14","1"
"6817","3","3","1","5","1",10,"1","4","1"
"6818","3","4","1","5","2",5,"1","14","2"
"6819","3","3","2","7","1",1,"19","14","2"
"6820","4","4","1","7","1",4,"9","14","1"
"6821","4","3","1","5","2",2,"3","14","1"
"6822","3","3","1","5","1",1,"18","4","1"
"6823","3","3","1","5","1",4,"9","3","1"
"6824","3","4","1","5","1",5,"4","5","2"
"6825","4","3","1","5","1",1,"18","14","1"
"6826","4","3","1","5","2",5,"9","12","1"
"6827","3","3","2","7","1",1,"18","4","1"
"6828","2","4","1","5","2",5,"9","12","1"
"6829","3","3","1","5","1",1,"18","4","1"
"6830","4","4","1","5","2",5,"7","12","1"
"6831","3","3","1","2","2",1,"18","14","2"
"6832","4","4","1","5","2",4,"9","14","1"
"6833","3","3","1","5","1",4,"3","14","1"
"6834","3","3","1","6","1",1,"18","4","1"
"6835","2","3","1","5","1",3,"4","14","1"
"6836","3","3","2","7","1",1,"18","14","1"
"6837","3","4","1","5","1",4,"3","14","1"
"6838","3","3","1","3","1",1,"18","11","2"
"6839","3","4","1","5","1",4,"9","5","1"
"6840","3","3","1","5","1",5,"4","14","1"
"6841","1","3","1","5","1",4,"3","14","2"
"6842","3","3","1","5","1",1,"18","14","1"
"6843","3","3","1","7","1",1,"18","14","2"
"6844","4","4","2","5","1",5,"4","2","1"
"6845","4","4","1","5","1",5,"9","14","1"
"6846","3","4","1","5","1",5,"9","14","1"
"6847","4","4","1","5","1",4,"3","14","1"
"6848","3","3","1","5","1",4,"15","14","2"
"6849","3","3","1","5","2",1,"1","4","1"
"6850","3","3","1","5","1",1,"18","14","1"
"6851","3","3","1","5","1",1,"18","4","2"
"6852","2","3","1","7","2",1,"6","4","1"
"6853","3","4","1","7","1",9,"1","8","1"
"6854","3","3","1","5","1",1,"18","14","1"
"6855","3","3","2","3","2",2,"9","14","1"
"6856","3","3","1","5","1",1,"18","14","1"
"6857","3","3","1","5","1",4,"9","14","1"
"6858","3","3","1","5","1",1,"7","3","1"
"6859","3","4","1","7","2",5,"9","1","1"
"6860","3","3","1","5","2",1,"18","3","1"
"6861","3","4","1","7","1",4,"9","14","1"
"6862","3","3","1","5","2",5,"4","8","1"
"6863","3","3","2","5","1",1,"18","4","2"
"6864","3","4","1","5","1",5,"3","14","1"
"6865","3","3","1","5","1",3,"6","14","1"
"6866","3","3","1","6","2",1,"6","12","1"
"6867","2","3","1","5","1",1,"18","4","1"
"6868","3","3","1","5","2",4,"1","14","2"
"6869","2","3","1","5","1",1,"18","14","1"
"6870","3","3","1","5","1",4,"4","14","1"
"6871","3","3","1","5","1",4,"4","5","1"
"6872","3","4","1","5","1",5,"9","14","1"
"6873","3","3","1","7","1",2,"14","14","1"
"6874","3","4","2","5","1",5,"9","14","1"
"6875","4","4","1","5","1",5,"9","14","1"
"6876","3","5","1","7","1",5,"3","4","1"
"6877","3","4","1","5","1",5,"7","12","1"
"6878","3","3","2","5","1",1,"18","14","1"
"6879","3","3","2","5","1",1,"18","14","2"
"6880","2","3","1","3","1",1,"9","14","1"
"6881","3","3","1","2","1",1,"18","14","1"
"6882","3","3","1","5","1",1,"18","4","2"
"6883","3","3","2","7","2",1,"18","14","1"
"6884","3","3","2","5","1",1,"18","14","1"
"6885","3","3","1","2","1",1,"18","4","1"
"6886","3","3","1","5","1",1,"18","11","2"
"6887","3","3","1","5","1",2,"6","14","1"
"6888","3","3","1","5","1",1,"18","13","1"
"6889","3","3","1","5","1",1,"18","14","1"
"6890","3","3","1","5","1",2,"19","14","2"
"6891","3","3","1","5","1",1,"18","4","2"
"6892","3","3","1","5","1",4,"1","8","1"
"6893","3","3","1","3","1",1,"18","4","2"
"6894","3","3","1","6","1",4,"9","14","1"
"6895","3","3","1","6","1",1,"19","14","1"
"6896","4","3","1","5","2",4,"9","14","1"
"6897","3","3","2","5","1",2,"9","14","2"
"6898","4","3","1","5","1",4,"9","14","1"
"6899","6","3","2","7","1",1,"18","4","1"
"6900","3","3","1","5","1",4,"6","14","1"
"6901","3","3","1","3","2",1,"18","4","1"
"6902","2","3","1","3","1",1,"18","14","1"
"6903","3","3","2","5","1",1,"18","14","2"
"6904","3","3","1","7","1",2,"9","14","1"
"6905","4","4","1","5","1",5,"4","14","1"
"6906","3","3","1","7","1",1,"18","14","2"
"6907","3","3","2","5","1",4,"9","14","1"
"6908","4","4","1","5","1",4,"4","14","1"
"6909","3","3","1","5","1",1,"18","14","1"
"6910","2","3","1","5","1",1,"7","14","1"
"6911","3","3","1","5","1",1,"18","4","1"
"6912","3","3","1","5","1",2,"9","13","2"
"6913","3","3","1","5","2",4,"2","14","1"
"6914","3","3","1","5","1",4,"4","12","1"
"6915","2","4","1","5","1",5,"13","14","1"
"6916","1","4","1","7","1",4,"4","14","1"
"6917","3","4","1","7","1",5,"2","14","2"
"6918","3","3","1","2","1",1,"9","14","1"
"6919","2","2","1","1","1",1,"18","14","1"
"6920","3","3","1","7","2",1,"18","4","1"
"6921","4","4","1","5","1",5,"4","14","1"
"6922","3","3","1","7","1",1,"18","4","1"
"6923","3","3","1","5","1",4,"9","5","1"
"6924","2","3","2","5","1",1,"18","14","1"
"6925","3","3","1","5","1",1,"18","12","2"
"6926","3","3","2","3","1",1,"18","4","1"
"6927","3","3","1","5","1",5,"3","12","1"
"6928","2","3","1","5","1",4,"9","14","1"
"6929","3","3","1","5","1",5,"2","9","1"
"6930","3","3","1","5","1",4,"9","14","2"
"6931","3","4","2","5","1",5,"7","15","1"
"6932","3","3","1","7","1",1,"18","4","1"
"6933","3","4","1","5","1",4,"3","2","1"
"6934","3","3","1","5","1",1,"18","4","1"
"6935","2","3","2","7","1",1,"18","14","1"
"6936","3","3","1","3","1",1,"18","4","2"
"6937","4","4","1","5","1",5,"4","14","1"
"6938","3","4","2","5","1",4,"9","14","1"
"6939","3","3","1","6","1",4,"9","12","2"
"6940","3","3","1","3","1",1,"18","14","2"
"6941","3","3","1","7","1",1,"1","4","1"
"6942","3","2","1","2","1",1,"18","4","1"
"6943","2","4","1","5","1",5,"9","14","1"
"6944","3","3","1","5","1",1,"18","4","2"
"6945","3","4","2","5","1",4,"3","14","1"
"6946","4","4","1","5","1",4,"4","12","1"
"6947","3","4","1","5","1",5,"9","14","1"
"6948","3","4","1","5","2",4,"1","14","1"
"6949","4","4","1","5","1",5,"2","14","1"
"6950","3","3","2","5","2",4,"9","14","2"
"6951","2","3","1","5","1",1,"2","14","1"
"6952","4","3","1","5","1",5,"9","7","1"
"6953","3","4","1","5","1",10,"4","14","1"
"6954","3","3","2","5","1",2,"3","14","1"
"6955","2","3","1","6","1",1,"18","14","2"
"6956","3","3","2","5","1",1,"18","14","2"
"6957","3","3","2","3","1",4,"9","5","1"
"6958","3","3","2","3","1",1,"18","14","1"
"6959","3","3","2","1","1",1,"18","4","1"
"6960","4","4","1","5","2",5,"4","7","2"
"6961","3","3","1","5","1",4,"4","14","1"
"6962","2","3","1","7","1",1,"18","4","1"
"6963","3","3","1","3","1",1,"18","4","1"
"6964","3","3","1","5","1",2,"19","14","2"
"6965","3","3","1","5","1",4,"4","15","1"
"6966","3","3","1","3","2",1,"18","14","2"
"6967","3","4","2","5","2",5,"4","14","1"
"6968","3","3","1","3","1",1,"2","4","1"
"6969","2","4","1","5","1",5,"9","14","1"
"6970","3","3","1","5","2",4,"4","14","1"
"6971","3","4","1","7","2",5,"14","2","1"
"6972","4","4","2","5","1",5,"4","5","1"
"6973","3","3","1","5","1",1,"18","14","1"
"6974","3","3","1","7","1",5,"9","14","2"
"6975","3","3","1","5","1",1,"18","14","1"
"6976","3","3","1","5","1",1,"18","7","1"
"6977","3","3","1","5","1",4,"7","14","1"
"6978","4","4","1","5","1",4,"9","16","1"
"6979","3","3","2","5","1",1,"18","14","1"
"6980","3","3","2","5","1",1,"18","14","1"
"6981","3","3","2","5","1",4,"10","14","1"
